"Story","Title","Result","Date","Stability","Duration (s)"
"Categoria Comics","Ingresar a la categoria Comic desde la pantalla Home","FAILURE","2021-06-14T21:45:01.9659911-05:00[America/Bogota]","0.0","6.13"
