"Story","Title","Result","Date","Stability","Duration (s)"
"Categoria Comics","Ingresar a la categoria Comic desde la pantalla Home","ERROR","2021-06-15T00:36:35.6391382-05:00[America/Bogota]","0.0","49.41"
