"Story","Title","Result","Date","Stability","Duration (s)"
"Categoria Comics","Ingresar a la categoria Comic desde la pantalla Home","SUCCESS","2021-06-17T18:50:42.1329247-05:00[America/Bogota]","0.0","9.77"
