"Story","Title","Result","Date","Stability","Duration (s)"
"Categoria Comics","Ingresar a la categoria Comic desde la pantalla Home","PENDING","2021-06-14T21:17:25.4527324-05:00[America/Bogota]","0.0","0.2"
